,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,nation_drop,pos_drop,age_drop,born_drop,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_drop,Expected_drop,Expected_drop,Expected_drop,Expected_drop,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,CRO,GK,24,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRO,GK,24,1999,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,CRO,GK,24,1999,15.0,354,504,70.2,10392,7820,57,57,100.0,177,181,97.8,119,262,45.4,0,0.0,0.1,0.0,0,10,1,0,0,CRO,GK,24,1999,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,CRO,GK,24,1999,15.0,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,CRO,GK,24,1999,15.0,32,3,1,2,0,25.9,0.32,-6.1,-0.4,83,220,37.7,397,72,38.8,35.2,105,62.9,47.4,217,12,5.5,18,1.2,13.3
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,GER,MF,26,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,MF,26,1998,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,MF,26,1998,0.4,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,GER,MF,26,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,GER,MF,26,1998,0.4,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57,32,1,1,0,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Noahkai Banks,USA,DF,17,2006,8,2,278,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,USA,DF,17,2006,3.1,0,1,0,0.0,0.32,0.0,0.0,,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,USA,DF,17,2006,3.1,156,168,92.9,2911,843,51,55,92.7,85,90,94.4,16,18,88.9,0,0.0,0.0,0.0,0,5,1,0,8,USA,DF,17,2006,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0,USA,DF,17,2006,3.1,229,23,94,124,14,2,229,1,0,0.0,1,100.0,123,580,253,2,5,0,2,1,129,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Phillip Tietz,GER,FW,27,1997,34,19,1686,18.7,7,2,9,6,1,1,4,0,6.1,5.3,1.2,6.5,8,29,113,0.37,0.11,0.48,0.32,0.43,0.33,0.07,0.39,0.28,0.35,GER,FW,27,1997,18.7,7,51,19,37.3,2.72,1.01,0.12,0.32,16.3,3,1,1,6.1,5.3,0.1,0.9,0.7,GER,FW,27,1997,18.7,300,481,62.4,4032,671,183,263,69.6,89,133,66.9,8,18,44.4,2,1.2,1.4,0.8,22,18,9,1,29,GER,FW,27,1997,18.7,11,6,2,7,2,5,8,62.5,3,10,1,9,5,16,26,1,GER,FW,27,1997,18.7,677,22,68,298,320,89,676,31,15,48.4,15,48.4,347,1102,318,8,12,4,46,17,502,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Robert Gumny,POL,DF,26,1998,7,2,271,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,5,10,13,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26,POL,DF,26,1998,3.0,0,4,2,50.0,1.33,0.66,0.0,0.0,11.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,POL,DF,26,1998,3.0,105,138,76.1,1618,572,53,63,84.1,42,49,85.7,8,18,44.4,0,0.5,0.4,-0.5,3,6,3,2,10,POL,DF,26,1998,3.0,3,3,1,2,0,2,6,33.3,4,2,0,2,1,4,6,0,POL,DF,26,1998,3.0,170,10,41,59,70,5,170,8,2,25.0,4,50.0,87,368,138,5,4,0,3,1,95,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Ruben Vargas,SUI,"MF,FW",25,1998,8,3,305,3.4,0,0,0,0,0,0,3,0,0.7,0.7,0.7,1.4,9,13,24,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,SUI,"MF,FW",25,1998,3.4,0,9,1,11.1,2.66,0.3,0.0,0.0,16.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,SUI,"MF,FW",25,1998,3.4,118,141,83.7,2132,400,49,54,90.7,54,67,80.6,11,14,78.6,0,0.7,1.1,-0.7,6,7,5,1,13,SUI,"MF,FW",25,1998,3.4,2,1,1,1,0,1,4,25.0,3,1,0,1,2,4,1,1,SUI,"MF,FW",25,1998,3.4,179,2,14,75,91,12,179,12,6,50.0,5,41.7,109,706,285,9,3,1,11,7,137,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Samuel Essende,COD,FW,26,1998,30,21,1636,18.2,7,2,9,7,0,0,4,2,4.2,4.2,1.3,5.5,33,21,118,0.39,0.11,0.5,0.39,0.5,0.23,0.07,0.3,0.23,0.3,COD,FW,26,1998,18.2,7,44,13,29.5,2.42,0.72,0.16,0.54,13.9,0,0,0,4.2,4.2,0.1,2.8,2.8,COD,FW,26,1998,18.2,195,301,64.8,2526,430,114,154,74.0,58,89,65.2,5,8,62.5,2,1.3,1.4,0.7,11,11,6,2,21,COD,FW,26,1998,18.2,7,6,1,3,3,3,4,75.0,1,13,2,11,0,7,11,1,COD,FW,26,1998,18.2,564,10,43,262,270,93,564,52,14,26.9,32,61.5,347,1652,699,33,19,20,86,37,433,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Steve Mounié,BEN,"FW,MF",29,1994,16,1,347,3.9,1,0,1,1,0,0,2,0,3.2,3.2,0.0,3.2,8,11,27,0.26,0.0,0.26,0.26,0.26,0.82,0.01,0.83,0.82,0.83,BEN,"FW,MF",29,1994,3.9,1,22,7,31.8,5.71,1.82,0.05,0.14,10.5,0,0,0,3.2,3.2,0.15,-2.2,-2.2,BEN,"FW,MF",29,1994,3.9,69,110,62.7,1037,191,34,50,68.0,29,40,72.5,4,8,50.0,0,0.0,0.2,0.0,1,5,1,0,11,BEN,"FW,MF",29,1994,3.9,4,4,0,1,3,0,1,0.0,1,1,1,0,1,5,5,1,BEN,"FW,MF",29,1994,3.9,164,5,14,58,92,36,164,4,1,25.0,3,75.0,86,349,152,8,5,3,12,5,129,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,GER,MF,22,2002,2,2,120,1.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,1,10,1,0.0,0.75,0.75,0.0,0.75,0.04,0.29,0.33,0.04,0.33,GER,MF,22,2002,1.3,0,1,0,0.0,0.75,0.0,0.0,,7.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,GER,MF,22,2002,1.3,58,67,86.6,1042,369,20,24,83.3,34,36,94.4,3,4,75.0,1,0.4,0.3,0.6,1,10,1,1,10,GER,MF,22,2002,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0,GER,MF,22,2002,1.3,75,2,18,49,8,1,75,2,2,100.0,0,0.0,44,174,67,1,0,0,3,2,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,GER,"FW,MF",20,2004,5,0,71,0.8,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,2,3,8,1.27,0.0,1.27,1.27,1.27,0.82,0.06,0.89,0.82,0.89,GER,"FW,MF",20,2004,0.8,1,4,1,25.0,5.07,1.27,0.25,1.0,19.7,0,0,0,0.6,0.6,0.16,0.4,0.4,GER,"FW,MF",20,2004,0.8,16,25,64.0,251,69,9,10,90.0,6,10,60.0,1,2,50.0,0,0.0,0.0,0.0,1,0,1,0,3,GER,"FW,MF",20,2004,0.8,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,GER,"FW,MF",20,2004,0.8,42,0,2,16,25,2,42,6,2,33.3,3,50.0,29,246,73,2,4,0,6,0,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,MAR,DF,18,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAR,DF,18,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MAR,DF,18,2006,0.2,13,17,76.5,178,44,9,10,90.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,MAR,DF,18,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,MAR,DF,18,2006,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,20,2004,21,18,1451,16.1,1,0,1,1,0,0,2,0,0.6,0.6,0.2,0.8,15,128,33,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.05,0.03,0.05,GER,MF,20,2004,16.1,1,9,4,44.4,0.56,0.25,0.11,0.25,20.4,0,0,0,0.6,0.6,0.06,0.4,0.4,GER,MF,20,2004,16.1,1437,1541,93.3,22476,5374,793,821,96.6,547,575,95.1,76,104,73.1,0,0.2,1.9,-0.2,7,169,13,1,128,GER,MF,20,2004,16.1,38,21,13,15,10,22,32,68.8,10,18,3,15,5,43,14,0,GER,MF,20,2004,16.1,1648,17,194,1100,363,11,1648,5,5,100.0,0,0.0,1035,4360,1984,15,43,3,13,2,1401,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,23,2000,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16,CAN,DF,23,2000,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,CAN,DF,23,2000,17.3,1141,1272,89.7,16222,3977,690,734,94.0,401,443,90.5,24,37,64.9,2,1.6,2.2,0.4,27,95,16,2,120,CAN,DF,23,2000,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2,CAN,DF,23,2000,17.3,1463,33,263,720,498,49,1463,68,31,45.6,31,45.6,895,5191,2807,81,53,21,33,19,1057,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,FW,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,FW,18,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,FW,18,2005,0.0,3,3,100.0,45,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,GER,FW,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER,FW,18,2005,0.0,3,0,2,1,0,0,3,1,1,100.0,0,0.0,3,20,5,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ISR,GK,24,2000,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ISR,GK,24,2000,3.0,79,103,76.7,1811,1173,14,14,100.0,49,49,100.0,16,40,40.0,0,0.0,0.0,0.0,0,0,0,0,1,ISR,GK,24,2000,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,ISR,GK,24,2000,3.0,106,63,97,9,0,0,106,0,0,,0,,67,338,177,0,0,0,0,0,77,0,ISR,GK,24,2000,3.0,5,0,0,0,0,4.0,0.58,-1.0,-0.32,5,25,20.0,96,5,25.0,29.5,7,14.3,29.6,17,0,0.0,8,2.67,21.2
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,25,1998,20,20,1759,19.5,2,0,2,2,0,0,6,0,1.2,1.2,0.5,1.7,17,137,4,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,FRA,DF,25,1998,19.5,2,13,6,46.2,0.67,0.31,0.15,0.33,11.1,0,0,0,1.2,1.2,0.09,0.8,0.8,FRA,DF,25,1998,19.5,1805,1923,93.9,34017,11145,602,641,93.9,1040,1075,96.7,147,177,83.1,0,0.5,1.2,-0.5,7,197,3,1,137,FRA,DF,25,1998,19.5,36,22,18,16,2,16,29,55.2,13,17,7,10,34,70,45,1,FRA,DF,25,1998,19.5,2101,96,626,1364,116,17,2101,6,3,50.0,3,50.0,1440,7122,4165,17,27,0,6,4,1632,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,30,1994,21,16,1463,16.3,2,1,3,2,0,0,1,0,1.1,1.1,0.1,1.2,12,73,1,0.12,0.06,0.18,0.12,0.18,0.07,0.01,0.08,0.07,0.08,ENG,DF,30,1994,16.3,2,9,5,55.6,0.55,0.31,0.22,0.4,6.3,0,0,0,1.1,1.1,0.12,0.9,0.9,ENG,DF,30,1994,16.3,1324,1412,93.8,23560,8112,517,537,96.3,709,736,96.3,83,115,72.2,1,0.1,1.2,0.9,3,133,5,0,73,ENG,DF,30,1994,16.3,19,11,8,9,2,13,20,65.0,7,19,8,11,20,39,77,1,ENG,DF,30,1994,16.3,1591,127,535,994,67,19,1591,3,2,66.7,1,33.3,944,4081,2174,12,10,0,7,2,1157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,20,2003,4,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,CRO,MF,20,2003,0.3,0,1,0,0.0,3.75,0.0,0.0,,13.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,CRO,MF,20,2003,0.3,8,8,100.0,104,10,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,CRO,MF,20,2003,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,CRO,MF,20,2003,0.3,14,0,2,5,7,3,14,1,0,0.0,1,100.0,11,50,2,0,0,0,1,0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31,1993,31,28,2381,26.5,26,9,35,17,9,9,5,0,20.3,13.3,5.3,18.6,29,97,143,0.98,0.34,1.32,0.64,0.98,0.77,0.2,0.97,0.5,0.7,ENG,FW,31,1993,26.5,26,105,45,42.9,3.97,1.7,0.16,0.38,16.3,6,9,9,20.3,13.3,0.13,5.7,3.7,ENG,FW,31,1993,26.5,509,645,78.9,9141,2258,237,284,83.5,203,234,86.8,59,83,71.1,9,5.3,5.6,3.7,35,56,36,2,97,ENG,FW,31,1993,26.5,13,11,3,8,2,2,6,33.3,4,16,2,14,2,15,16,0,ENG,FW,31,1993,26.5,917,20,77,333,511,162,908,53,23,43.4,29,54.7,513,2260,954,29,19,21,41,22,716,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,25,1999,6,3,250,2.8,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,3,18,6,0.36,0.0,0.36,0.36,0.36,0.13,0.14,0.27,0.13,0.27,JPN,DF,25,1999,2.8,1,1,1,100.0,0.36,0.36,1.0,1.0,5.2,0,0,0,0.4,0.4,0.36,0.6,0.6,JPN,DF,25,1999,2.8,183,211,86.7,2740,750,96,103,93.2,74,80,92.5,7,18,38.9,0,0.4,0.6,-0.4,3,14,3,1,18,JPN,DF,25,1999,2.8,2,0,1,1,0,1,1,100.0,0,3,2,1,6,8,15,1,JPN,DF,25,1999,2.8,245,11,65,129,52,5,245,3,1,33.3,2,66.7,126,556,240,3,6,1,3,1,175,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,21,2003,25,21,1798,20.0,12,2,14,12,0,0,3,0,9.3,9.3,4.5,13.8,71,107,156,0.6,0.1,0.7,0.6,0.7,0.46,0.23,0.69,0.46,0.69,GER,MF,21,2003,20.0,12,68,31,45.6,3.4,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,2.7,2.7,GER,MF,21,2003,20.0,778,942,82.6,10803,2645,480,551,87.1,235,276,85.1,32,39,82.1,2,4.5,5.9,-2.5,41,75,24,0,107,GER,MF,21,2003,20.0,36,21,7,16,13,12,29,41.4,17,30,0,30,8,44,5,1,GER,MF,21,2003,20.0,1278,7,94,565,636,163,1278,141,72,51.1,59,41.8,792,4412,2300,71,48,36,67,33,1031,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,1.12,1.12,SWE,FW,17,2007,0.0,0,1,0,0.0,30.0,0.0,0.0,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0,SWE,FW,17,2007,0.0,1,1,100.0,6,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,SWE,FW,17,2007,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,SWE,FW,17,2007,0.0,3,0,0,1,2,1,3,0,0,,0,,1,2,2,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,20,2003,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,20,2003,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GER,GK,20,2003,8.0,232,286,81.1,6043,4239,46,46,100.0,121,123,98.4,65,116,56.0,0,0.0,0.1,0.0,0,8,1,0,3,GER,GK,20,2003,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,GER,GK,20,2003,8.0,310,202,296,14,1,0,310,0,0,,0,,201,924,580,0,0,0,1,0,194,0,GER,GK,20,2003,8.0,12,0,0,2,0,10.3,0.38,-1.7,-0.21,30,79,38.0,263,33,26.2,30.9,23,43.5,43.1,81,5,6.2,21,2.63,17.4
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,29,1995,33,32,2847,31.6,3,7,10,3,0,0,4,0,1.8,1.8,7.4,9.2,51,362,77,0.09,0.22,0.32,0.09,0.32,0.06,0.24,0.29,0.06,0.29,GER,MF,29,1995,31.6,3,34,10,29.4,1.07,0.32,0.09,0.3,23.9,4,0,0,1.8,1.8,0.05,1.2,1.2,GER,MF,29,1995,31.6,3269,3652,89.5,58907,17234,1466,1525,96.1,1427,1559,91.5,344,492,69.9,7,7.4,10.5,-0.4,83,437,53,10,362,GER,MF,29,1995,31.6,47,29,11,29,7,30,50,60.0,20,23,3,20,25,72,34,3,GER,MF,29,1995,31.6,3867,72,540,2328,1017,19,3867,22,12,54.5,9,40.9,2399,11970,5197,51,83,1,21,7,3047,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,24,2000,14,9,876,9.7,0,2,2,0,0,0,0,0,0.3,0.3,1.5,1.8,20,76,30,0.0,0.21,0.21,0.0,0.21,0.03,0.15,0.18,0.03,0.18,CRO,DF,24,2000,9.7,0,2,0,0.0,0.21,0.0,0.0,,9.4,0,0,0,0.3,0.3,0.13,-0.3,-0.3,CRO,DF,24,2000,9.7,716,782,91.6,12338,3732,338,353,95.8,329,354,92.9,48,66,72.7,2,1.5,1.4,0.5,14,77,12,2,76,CRO,DF,24,2000,9.7,13,11,6,4,3,7,15,46.7,8,10,6,4,6,19,29,1,CRO,DF,24,2000,9.7,876,55,226,497,165,10,876,7,5,71.4,2,28.6,533,2691,1611,20,25,3,11,6,606,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29,1995,17,6,673,7.5,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,3,32,7,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,POR,MF,29,1995,7.5,0,10,3,30.0,1.34,0.4,0.0,0.0,15.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,POR,MF,29,1995,7.5,510,552,92.4,8227,1663,263,272,96.7,210,223,94.2,31,45,68.9,0,0.2,0.5,-0.2,4,47,2,0,32,POR,MF,29,1995,7.5,20,14,6,11,3,11,16,68.8,5,13,1,12,4,24,9,1,POR,MF,29,1995,7.5,631,18,94,419,120,13,631,4,2,50.0,2,50.0,330,1107,383,3,3,1,6,7,499,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,27,1996,27,27,2283,25.4,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,16,181,5,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,KOR,DF,27,1996,25.4,2,7,5,71.4,0.28,0.2,0.29,0.4,6.0,0,0,0,1.6,1.6,0.23,0.4,0.4,KOR,DF,27,1996,25.4,2340,2530,92.5,39041,15291,1047,1101,95.1,1152,1213,95.0,115,164,70.1,0,0.3,0.9,-0.3,6,236,2,0,181,KOR,DF,27,1996,25.4,35,20,18,13,4,11,21,52.4,10,23,10,13,37,72,91,4,KOR,DF,27,1996,25.4,2764,161,911,1762,101,14,2764,5,3,60.0,2,40.0,1644,6867,3311,16,23,1,14,5,2098,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,FW,28,1996,28,14,1282,14.2,5,4,9,5,0,0,0,0,4.3,4.3,3.3,7.6,66,45,215,0.35,0.28,0.63,0.35,0.63,0.3,0.23,0.53,0.3,0.53,FRA,FW,28,1996,14.2,5,44,17,38.6,3.09,1.19,0.11,0.29,16.7,0,0,0,4.3,4.3,0.1,0.7,0.7,FRA,FW,28,1996,14.2,624,740,84.3,9720,1512,337,373,90.3,250,287,87.1,27,48,56.3,4,3.3,4.2,0.7,32,26,28,5,45,FRA,FW,28,1996,14.2,17,12,6,6,5,8,12,66.7,4,12,0,12,8,25,15,0,FRA,FW,28,1996,14.2,934,13,84,323,537,85,934,74,39,52.7,31,41.9,606,3834,1867,66,33,28,28,18,733,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27,1997,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,87,141,113,0.11,0.11,0.21,0.11,0.21,0.11,0.14,0.25,0.11,0.25,AUT,DF,27,1997,18.9,2,18,6,33.3,0.95,0.32,0.11,0.33,17.1,0,0,0,2.1,2.1,0.12,-0.1,-0.1,AUT,DF,27,1997,18.9,1075,1225,87.8,14939,3794,641,696,92.1,392,439,89.3,15,29,51.7,2,2.7,3.2,-0.7,20,104,25,4,141,AUT,DF,27,1997,18.9,49,27,19,22,8,23,48,47.9,25,24,1,23,8,57,24,1,AUT,DF,27,1997,18.9,1421,39,232,685,508,66,1421,30,17,56.7,12,40.0,816,4335,2759,87,60,18,35,23,1014,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
